"gene","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"TSPAN1",-2.72079303008395,8.82260473249197,-2.04887068507851,0.0569268060971121,0.179288276266277,-4.36712907611353
"TPRA1",-0.553290554839472,9.30868446822859,-2.04869256596173,0.0569460901039095,0.179320503839914,-4.36742366124951
"TAL1",-2.03435907222561,6.02410253802507,-2.04857394959008,0.0569589353609135,0.179320503839914,-4.36761982868778
"PLXDC2",0.831569717896285,12.2255883478463,2.0485680867848,0.0569595703267678,0.179320503839914,-4.36762952441078
"RP11-397E7.4",-1.03707731503665,3.4703464177865,-2.04848300397178,0.0569687858688968,0.179325870982964,-4.36777022990238
"RP11-613H2.1",0.809081418288257,0.706955858459303,2.04834669946329,0.056983552192876,0.179348707112722,-4.36799563616983
"C9orf64",0.483073053315026,8.44998290219558,2.04815486886089,0.0570043397406593,0.179364993400548,-4.36831285118173
"TBC1D7",-0.526915501274699,8.63679558568961,-2.048119660576,0.05700815580313,0.179364993400548,-4.3683710704741
"RP11-188C12.2",-1.26448673815651,2.00471382869111,-2.04809098656229,0.0570112638179241,0.179364993400548,-4.36841848448129
"ALKBH8",0.488396022529747,8.14711513277325,2.04801611025374,0.057019380487926,0.179366894404443,-4.36854229464803
"TLL1",-2.11334716579463,6.56491511741167,-2.04774104483903,0.0570492068870933,0.179437078597845,-4.3689971010958
"FN3K",-0.870017023612385,7.43172666377343,-2.04726167851313,0.0571012203255068,0.179561205558024,-4.36978962488004
"GCAT",-0.803914917824737,5.6951839809134,-2.04723872235604,0.0571037122550711,0.179561205558024,-4.3698275750248
"RP13-585F24.1",-0.334530796646523,6.80727910910922,-2.04700420745084,0.057129174908708,0.179606255886658,-4.37021525114081
"RP11-550F7.1",0.426150325921036,4.07624546235437,2.04696821259007,0.0571330839947716,0.179606255886658,-4.37027475191886
"IL10RB",0.491660608794052,10.3644954699059,2.04650604554449,0.0571832975154832,0.179740443849352,-4.37103867709599
"ALDH16A1",0.438435907465425,9.19377641558239,2.04638765933309,0.0571961663930389,0.179757229011478,-4.37123434412594
"RPL36A",-0.452249384736473,11.5074525145537,-2.04587151512373,0.0572523033295788,0.179853749100386,-4.37208734401305
"NEDD4L",-0.785512986962529,9.6487207676639,-2.04582586706596,0.057257270519004,0.179853749100386,-4.37216277781894
"IGLV2-14",2.03244457801275,8.62665814398727,2.04579321556983,0.0572608237290425,0.179853749100386,-4.37221673410327
"HEATR6",0.466940574122204,8.9916794874465,2.04575961539007,0.0572644803862637,0.179853749100386,-4.37227225756247
"ARHGAP32",-0.693301317937341,8.58320999161504,-2.0457590508421,0.0572645418269867,0.179853749100386,-4.37227319045945
"RP11-535A19.2",-0.790346471811686,1.77579194536653,-2.04555819499002,0.0572864051174522,0.179898751622292,-4.37260508878291
"MTCO1P12",0.745017778049123,17.2508490231377,2.0454184672737,0.0573016190457228,0.179922863800063,-4.3728359666957
"LINC01504",1.01613066085033,5.83580248561925,2.04498761392998,0.0573485546395295,0.18004656023319,-4.37354782660528
"CLIC3",0.886031574021117,5.98521964729541,2.04452511948654,0.0573989759872424,0.180181166272863,-4.37431186845016
"URGCP",-0.360538162399533,9.353126079291,-2.04418744437027,0.0574358149232033,0.180229987194313,-4.37486964583011
"RP11-305L7.1",1.07663971331046,4.9535425852359,2.04417526035182,0.0574371445500085,0.180229987194313,-4.37488977060591
"PARPBP",0.674582301665256,6.66816748937381,2.04417498813457,0.0574371742570585,0.180229987194313,-4.37489022023602
"MT-ND1",0.913358733326889,17.1364271726441,2.04382102825701,0.0574758136913284,0.18032753320554,-4.37547483821988
"ANP32E",0.402966295847264,10.4431713175437,2.04345633096219,0.0575156499671898,0.1804088884921,-4.37607712984707
"BAIAP2L2",-1.54414904671875,6.80044450248247,-2.04339188015275,0.0575226926066936,0.1804088884921,-4.37618356288706
"TMEM18",-0.329381657263554,9.28469561527559,-2.04337614343991,0.0575244123006515,0.1804088884921,-4.37620954995104
"GRTP1",-1.78710539034993,5.47223812567701,-2.04327024751508,0.0575359857281288,0.180421486110429,-4.37638441983342
"RP11-228M15.1",1.1662841586129,4.93883057715712,2.04291347320733,0.0575749933770601,0.180520097422283,-4.37697353620573
"ATP5B",-0.304609215533278,13.4426771323436,-2.04237580970068,0.0576338238113637,0.180680826854007,-4.37786123053972
"TM9SF3",-0.41063690252501,12.1060844117265,-2.04228986837356,0.0576432324604883,0.180686598165501,-4.3780031091218
"MAPKAP1",0.368296350680586,10.7164442628596,2.04199331493904,0.0576757091334669,0.180742088252683,-4.3784926560874
"TBC1D2",0.78282043317814,9.59385886257225,2.0419899735619,0.0576760751548496,0.180742088252683,-4.37849817176113
"ANK2",-1.14874419462687,8.67726277507285,-2.04190062916593,0.0576858629081144,0.180749037112092,-4.3786456523022
"KIAA2026",0.586178577908794,10.1855045901931,2.04173878190706,0.0577035972541537,0.18078088020472,-4.37891280366535
"LZTS1",-1.90731669630206,7.14470265078981,-2.04073124540782,0.0578141091018821,0.181103341500464,-4.38057560858852
"ELF3",-1.83029255069172,9.60481811576873,-2.04064235606208,0.0578238681731442,0.181110150400366,-4.38072228596076
"GPX1",0.681276466687159,12.9368940182054,2.0403741606781,0.0578533221436656,0.181178635821375,-4.38116481609138
"HEATR5A",0.643553833296215,8.6183064811285,2.04018842421378,0.0578737282317804,0.181218771837638,-4.3814712670059
"HEXB",0.608617486057745,12.3853514045505,2.0400767646961,0.0578859989426808,0.181233426534939,-4.38165548891496
"AC104820.2",1.23874774455796,5.41433194684287,2.04000520470834,0.0578938641986143,0.181234286299477,-4.38177354940026
"SNORD89",0.536782782190124,4.28752523074268,2.03993526139436,0.057901552701935,0.181234592594573,-4.3818889403752
"SNORA55",1.07445820414457,2.2620487164125,2.03960094636407,0.0579383150221475,0.181325889299881,-4.38244045466212
"RPL7P23",-0.519305971945,10.4700637554493,-2.03937390038852,0.0579632937920604,0.181380288673556,-4.38281497919107
"MTHFD1",0.414686371828768,10.3099838401837,2.03905643343843,0.0579982367500285,0.181465849907441,-4.38333861771903
"VAX2",-1.41849036175203,1.48233961740252,-2.038937597939,0.058011321659103,0.181483007852823,-4.38353461611299
"RP11-292E2.1",1.13211818067499,2.33137501761417,2.03876434332085,0.0580304034309826,0.181496607540942,-4.38382035754716
"ESD",-0.426729888439056,11.1217901614552,-2.03876008876167,0.0580308720877682,0.181496607540942,-4.38382737423378
"SCRIB",0.381349980850053,9.56961034016032,2.03813970367052,0.0580992468090313,0.181686655771111,-4.38485043289023
"RP11-1017G21.4",-1.80367839608758,0.994610883717763,-2.03746268456244,0.0581739468454538,0.181896432017032,-4.38596668028656
"JPH2",-1.78623126121091,6.21986136346448,-2.03716086141959,0.0582072771103204,0.181976816588452,-4.38646424771415
"SVIP",-0.520065674964854,8.65028432548004,-2.03707829814021,0.0582163975759477,0.181981501508684,-4.38660034915385
"ADIRF-AS1",-0.73363879752921,7.43883776132674,-2.0369022733991,0.0582358467230342,0.18201740705487,-4.38689050652346
"BAZ2A",0.443826565245306,11.5758572303625,2.03683636292343,0.0582431307546995,0.18201740705487,-4.38699914895212
"WDFY2",0.601705712509147,9.77955961006381,2.03662767739163,0.058266198889119,0.182045358635714,-4.3873431188823
"PRLR",0.651848343824208,6.84508520588795,2.03661749992473,0.0582673241202097,0.182045358635714,-4.38735989356752
"DUSP8P5",0.592850979516118,5.68720479645799,2.03622639847592,0.0583105796465006,0.182156666183416,-4.38800447742884
"PLCG1-AS1",-0.879449257342633,4.10913249190879,-2.03614116062157,0.0583200107583446,0.182162294200188,-4.38814495054361
"RP11-473M20.16",-1.02290810908724,4.81243069340333,-2.03603266787266,0.058332016903184,0.182175962796654,-4.38832374312627
"FAM120B",0.426091927174091,9.77867463186626,2.0355229118899,0.058388458136313,0.182328384313708,-4.38916373110527
"CTD-3076M17.1",-2.09295911020599,4.60907121267747,-2.03533525024889,0.0584092489046634,0.182369455583594,-4.38947293383466
"RP5-998N21.4",-1.34700584819371,2.90132081774321,-2.03526480890317,0.0584170547368904,0.182369978935407,-4.38958899303164
"FAM35A",-0.356881910834516,10.0630144276022,-2.03485819020573,0.0584621319801655,0.18248684313746,-4.3902588928831
"ASAH1",0.672498472558828,13.3413915631005,2.03470436697266,0.0584791928642086,0.182516236447823,-4.39051229483039
"RP11-810P12.7",0.839594850672168,4.94508782935853,2.03458677486015,0.058492238320919,0.182533091380246,-4.39070600368882
"IFT22",-0.983129126862794,8.46269529943073,-2.0344795979547,0.0585041306347532,0.1825463438363,-4.39088255000155
"PRRC2A",0.479111662307127,11.7622991157168,2.03424374833234,0.0585303081611022,0.182604160153466,-4.39127103252065
"FASTKD1",0.302533834680693,9.10006423105043,2.03368842625095,0.0585919867170737,0.182772703796296,-4.39218563518094
"EIF1P3",-0.52946202975515,5.93981845433416,-2.03333105367823,0.058631710599144,0.182872726618571,-4.3927741432767
"CORO6",-0.911175758211735,6.62574813707432,-2.03313417526832,0.058653605135034,0.18291712071631,-4.39309832991918
"RP1-288H2.2",-1.40500618278274,3.55983434732022,-2.03252409235342,0.0587214986283974,0.183104936822727,-4.39410279784514
"LINC01237",0.70620793950029,4.01102907682409,2.0323036224552,0.0587460513131271,0.183128171341536,-4.39446574652706
"RP11-386I14.4",1.17028815200982,5.51018775400147,2.0322863079569,0.0587479799410823,0.183128171341536,-4.39449424956469
"H2AFY2",0.884591814262338,7.13741302827253,2.03225057979765,0.0587519598122032,0.183128171341536,-4.394553064632
"VPS52",0.300432975604858,10.2657895111814,2.03218125152811,0.0587596832025797,0.183128337833807,-4.39466718990433
"CEP89",-0.481449483731813,8.99491225276368,-2.03202879422182,0.0587766706743304,0.183144858671995,-4.39491815077117
"RPL17",-0.392897840624108,10.2509785172063,-2.03199599838199,0.0587803255153083,0.183144858671995,-4.39497213477273
"METTL13",0.475093738696595,9.27039309344796,2.03156270219926,0.058828632369728,0.183271454391914,-4.39568532005703
"GDPGP1",0.682229997122712,6.07917702667735,2.03147423627283,0.0588384995909093,0.183278280004247,-4.39583092002739
"RP11-676J12.4",0.89354026936269,3.08400727783645,2.03122451927711,0.0588663603717851,0.183341145347866,-4.39624189222914
"MMP21",0.884466293483675,1.98742058298361,2.03114010549751,0.058875781075688,0.183346569579122,-4.39638080975121
"SMARCA2",0.520922674519878,11.855719004529,2.03099962971646,0.0588914614157287,0.183371483145793,-4.39661197962043
"LINC01119",-0.642290254812894,3.26986293616569,-2.03056674876226,0.0589398047593209,0.183498080379912,-4.39732427934746
"AP001372.2",-0.511172981065792,6.96093842171897,-2.0303517512857,0.0589638286617956,0.183548940434033,-4.39767802211389
"PLD3",0.872666900289808,12.2701144803629,2.02997239132421,0.0590062401657149,0.183657018667268,-4.39830214326742
"ITSN2",0.558248567339126,11.4870716876654,2.0293791766186,0.0590726155878967,0.18383964673835,-4.39927796184763
"LDOC1L",-0.376408756443116,9.36260322743918,-2.02910276106221,0.0591035671496516,0.183911999122257,-4.39973259988823
"ZNF669",-0.493225334124257,6.97026478475719,-2.02878487666052,0.0591391803651025,0.183975082386601,-4.4002553999964
"JADE1",-0.57215200309079,10.1235957646345,-2.02878424617947,0.0591392510184772,0.183975082386601,-4.4002564368531
"RPL3P2",-0.370400973874685,9.69952931139437,-2.0282810968055,0.0591956596915479,0.184114638256901,-4.40108383090643
"MCU",-0.432284871645194,9.05370129202393,-2.02824655350208,0.0591995341723164,0.184114638256901,-4.40114063059727
"ZFC3H1",0.392671972659154,11.2997300643976,2.02794142767832,0.0592337679946337,0.184197114436035,-4.40164232585158
"AIP",0.346609336856713,10.0360364272817,2.02752335663398,0.0592807029524256,0.184319060254214,-4.40232965732486
"FRG1HP",0.311390377620444,7.94685871134754,2.02690904280262,0.0593497304138011,0.184489321052615,-4.40333947351233
"FCRLB",0.781597885934701,5.72826803537271,2.02687845638287,0.0593531691658674,0.184489321052615,-4.40338974718547
"ASTN1",-1.77226217750195,1.18401715079435,-2.02682977046955,0.0593586431699694,0.184489321052615,-4.40346976936368
"TVP23B",-0.470331736872802,9.22595110671897,-2.02640378761187,0.0594065581180573,0.184614210806552,-4.40416988482899
"CYP3A5",-1.9611059431193,9.1751841024299,-2.02618696559642,0.0594309599299491,0.184666007195141,-4.4045262054589
"RP11-11M20.4",-0.622141112796096,4.09622783903947,-2.02603785898386,0.0594477461187592,0.184694129646258,-4.40477123121671
"KLHL24",-0.47751995298322,10.6162814911593,-2.02580975323043,0.0594734342283356,0.184749897948964,-4.40514605541163
"AC130469.1",0.839491843447498,4.18936894134125,2.02569804156163,0.059486018300279,0.184764950297575,-4.40532961149361
"ZFYVE21",-0.38204330273417,9.07881932671501,-2.0255635599949,0.0595011705541203,0.184787974525257,-4.40555057353978
"CTBP2",-0.447874368202065,10.4323306109396,-2.02544772311522,0.059514224887115,0.184804313781453,-4.40574089431496
"RTN4",-0.46060771485936,12.6064463893446,-2.02537952196836,0.059521912086588,0.184804313781453,-4.40585294630468
"PARM1",-1.26659279525853,8.45794556034112,-2.02522040251554,0.059539850520589,0.184835973349315,-4.40611436522948
"PC",0.878750736432724,8.19718325199411,2.0250645617135,0.0595574240859568,0.184866492131605,-4.40637038606899
"AC114271.2",0.534281047837004,4.77559805164189,2.02491552042562,0.0595742352967469,0.184882952010713,-4.40661522572282
"SNX24",0.537804429953014,8.66359626522917,2.02485370097657,0.059581209524998,0.184882952010713,-4.40671677741472
"COX18",0.421664395188169,8.50629028766584,2.02481162081473,0.0595859572676509,0.184882952010713,-4.40678590206783
"VIPAS39",0.301793373099344,9.12263562893255,2.02462106173307,0.0596074616100732,0.184918656337019,-4.40709892108742
"USP2",-1.22679283797772,6.63945316544994,-2.0245723983219,0.0596129543401758,0.184918656337019,-4.40717885456815
"PWP1",-0.389286782543083,10.4154113650532,-2.02444640298089,0.059627177802263,0.184938749961916,-4.40738580664219
"RP11-175K6.2",-1.570853588232,3.5247513802597,-2.02417401558402,0.0596579378054247,0.184987971270454,-4.40783318759177
"FGD5",-1.44874307793776,9.17759849852707,-2.0241171536742,0.0596643608887258,0.184987971270454,-4.40792657566266
"DALRD3",-0.466383818422616,8.68203362962704,-2.02410006692638,0.0596662911188544,0.184987971270454,-4.4079546380596
"P2RY8",1.03417379424558,8.63465470838691,2.02390322502243,0.0596885317440204,0.185032898457573,-4.40827791116716
"SHTN1",0.711929394055742,9.6145305817136,2.02355623240371,0.0597277557910831,0.185130455311943,-4.40884773204434
"CENPJ",0.339577319271036,8.52028776551568,2.02298737361102,0.0597921101573748,0.185282471883783,-4.4097817720602
"SATB1",0.941911929376009,10.3790691094052,2.02298551460856,0.0597923205672871,0.185282471883783,-4.40978482420665
"RPS7",-0.395470421014242,13.836346257905,-2.0228912870046,0.0598029865331295,0.185291475014924,-4.40993952678684
"NME8",0.807607425913578,6.44361894921971,2.0226151885444,0.0598342490568748,0.185364283181775,-4.41039280023936
"RPL35A",-0.480467533669755,13.3442984102061,-2.02219824595503,0.0598814873898607,0.185431114121315,-4.41107723064962
"MBLAC1",-0.509547990448159,4.70681698523119,-2.02219609088781,0.059881731640255,0.185431114121315,-4.41108076807828
"HMSD",1.11709020353572,2.5114016079033,2.02217612925492,0.0598839940890437,0.185431114121315,-4.41111353393697
"TRAPPC9",0.316241783688984,9.17451856694466,2.02215060345891,0.0598868872922374,0.185431114121315,-4.41115543277157
"FAM102B",0.649602795443854,10.3015932814709,2.02182804504968,0.0599234583652384,0.185520292003168,-4.41168486366251
"PLCB1",-0.890177872240387,9.06734354322444,-2.02172663290367,0.0599349604683284,0.1855318444369,-4.41185130622677
"RP11-834C11.4",-0.895830195524237,6.46163010801827,-2.02156586016205,0.0599531993150959,0.185564245118905,-4.41211516434545
"SRR",0.506106667944073,7.14320419408828,2.021352780845,0.0599773798286864,0.185615025377799,-4.41246484851983
"CRHR2",-1.65779350980827,1.69410218162609,-2.02115732935982,0.059999567686602,0.185659626501466,-4.41278558482533
"FGL1",2.07603378332777,1.91435801205784,2.02106633818438,0.0600098996383441,0.185667534503706,-4.41293489538252
"ODC1",-0.542518391116306,11.5371404368529,-2.02099543366002,0.0600179518900528,0.185668388096256,-4.41305124234965
"GCGR",-1.33500096066886,1.96695772176072,-2.02092179047774,0.0600263161934804,0.185670206689408,-4.41317208065544
"RPL23",-0.346851738579589,13.9491723557654,-2.02075743032383,0.0600449878313562,0.185698017403029,-4.41344176375847
"PCDHB6",-1.1440137803291,4.28745000031385,-2.02070572742167,0.0600508624714686,0.185698017403029,-4.4135265955436
"LRRC37A",0.628535850495269,8.3376364525038,2.02055891784529,0.0600675462594381,0.18570292187894,-4.41376746717467
"PCCA",-0.470596800553554,9.18771272959263,-2.02055488966357,0.060068004090763,0.18570292187894,-4.41377407610063
"SIRT7",0.326663941616606,9.54889840981325,2.02031305818234,0.0600954957433263,0.185747642012053,-4.41417082824913
"PID1",1.20575345717367,7.18319207642387,2.02029078148772,0.060098028754528,0.185747642012053,-4.41420737431881
"GPA33",1.2834392046276,4.50447208948053,2.02015751927751,0.0601131835922667,0.185766867694336,-4.41442599296742
"RP11-47I22.2",1.02436311870864,4.95433901463718,2.02009925919321,0.0601198101304296,0.185766867694336,-4.4145215668692
"RP11-734J24.1",-0.413458603154034,5.93199009460974,-2.01996663427199,0.0601348974403511,0.18578944245417,-4.41473912804607
"TAC1",-1.47796122962471,0.938184602866027,-2.01988680855131,0.0601439800076682,0.185793461853162,-4.41487007210847
"LINC01033",-1.475667723633,1.71639121639558,-2.01962453698487,0.060173830009578,0.185861625525056,-4.41530027443559
"RP11-304F15.3",0.473610706167288,4.58733732096343,2.01932991098592,0.060207378389908,0.185910047131772,-4.41578350872188
"PSTK",0.405592953929557,6.29984553199183,2.01930032978443,0.0602107476690376,0.185910047131772,-4.41583202440783
"RELB",-0.584402082739079,9.52321802528743,-2.01924598247882,0.0602169382362637,0.185910047131772,-4.41592115753158
"ST7",-0.359389236501039,9.09704873865964,-2.01921337520288,0.0602206527273047,0.185910047131772,-4.41597463491884
"NMRK1",0.392792589574175,10.080050977578,2.01855660209609,0.0602955139289268,0.186099187253472,-4.41705166498509
"PLCXD2",1.00224816954065,8.27293237857501,2.01845411301012,0.0603072035823164,0.186099187253472,-4.41721971652498
"MFSD14C",0.332273251231954,7.56328182584487,2.01841750151811,0.0603113798969675,0.186099187253472,-4.41727974724926
"MAX",0.389430812971263,10.6180989911564,2.01840244670255,0.0603130972929875,0.186099187253472,-4.41730443197779
"PLA2G4B",0.827548997241209,4.41836151946134,2.018316715676,0.0603228780066865,0.18610141381324,-4.41744499938054
"DLX6",-1.25649924039346,1.21926180970286,-2.0182594861612,0.0603294078955635,0.18610141381324,-4.41753883283304
"RP11-269C23.5",-0.987951261299164,1.32909644864816,-2.01794178206069,0.0603656695890016,0.186189216781682,-4.41805971194034
"SMIM6",-1.9795507462382,5.47863481902464,-2.01730837022099,0.0604380240600436,0.186388305664893,-4.41909805442442
"DSC2",0.85415597469382,9.22608802785365,2.01642238120389,0.0605393621777811,0.186676715918469,-4.42055012390754
"APOBEC3A",1.14585599376436,8.50812586875146,2.01610036459412,0.0605762320877604,0.186745800575821,-4.42107779274227
"IGLV1-44",2.05240225753086,6.67132543484886,2.01609008554287,0.0605774093424248,0.186745800575821,-4.42109463558209
"FAM81A",-0.938701430652293,4.65821804814507,-2.01582805844351,0.0606074261757222,0.186788068640564,-4.42152396572273
"RFX2",-0.834631563113903,7.76273235532966,-2.01581643433511,0.0606087581016755,0.186788068640564,-4.42154301101392
"EMC9",-0.333848354980068,7.49278688373907,-2.01570521641809,0.060621503131915,0.186788068640564,-4.42172523057606
"RP11-227D13.1",-1.0902283627542,1.36777214269491,-2.01569727331848,0.0606224134652258,0.186788068640564,-4.421738244335
"ZMYM1",0.421019529377427,7.74962847101105,2.0155403769444,0.0606403973964178,0.186807506765611,-4.42199529296294
"ICA1L",-0.47052240190044,7.28262652611876,-2.01550572213591,0.0606443702856531,0.186807506765611,-4.4220520675311
"CCT6A",-0.435163265436174,12.0019193591388,-2.01528054190441,0.0606701910940891,0.186829072062923,-4.42242096379288
"RP11-889L3.1",-0.812105396863268,6.27444648132211,-2.01525167078617,0.0606735023873224,0.186829072062923,-4.42246825948846
"TCTEX1D2",-0.914317045439125,5.65765390499881,-2.01523995564011,0.0606748460703595,0.186829072062923,-4.42248745073417
"SPATA33",-0.399017072520168,6.99030442285235,-2.0147732567676,0.0607283965994984,0.186969851348759,-4.42325192365621
"RP5-1033H22.2",-1.19040714750449,4.25855374127604,-2.01437658922704,0.0607739451593517,0.187085961142945,-4.42390160093187
"C15orf54",-1.20076128625406,0.942326656895255,-2.01391535855521,0.0608269462821208,0.187224979944813,-4.42465692821014
"TSPAN8",-1.52706682848254,3.38764634000075,-2.01368792503319,0.0608530966210606,0.187268664089264,-4.42502934399672
"STX16",0.409158828142437,11.4995923246548,2.01365550196309,0.0608568254593987,0.187268664089264,-4.42508243383059
"RP11-359J14.2",1.11369465502758,3.37852168983742,2.01335373708537,0.0608915400710742,0.187351341589815,-4.42557652246051
"MBL1P",-1.00645049293275,3.32918181408365,-2.0132321635737,0.0609055307856982,0.187370242628441,-4.42577556616455
"PATL1",0.3203107202301,10.7477660266391,2.01312806249345,0.0609175130813962,0.187382960877534,-4.42594599790983
"IGF2R",0.673662049420165,12.2153121324843,2.01293508678447,0.0609397307166125,0.187427155814742,-4.42626191939886
"SLX4IP",0.435442877356378,7.82968333421235,2.0127560545076,0.0609603495812107,0.187466422797654,-4.42655499819287
"RP11-403I13.9",1.19522730576238,2.94639045353493,2.0126833560954,0.0609687239458309,0.187468029997509,-4.4266740023432
"RP11-264B14.1",-0.961299704743594,0.562178232690553,-2.01228252773276,0.0610149153665729,0.18758590256146,-4.42733009586769
"POU3F1",-0.853735585990208,3.73170652764206,-2.0121746068087,0.0610273575765135,0.187597504862788,-4.42750673253296
"CTD-2353F22.2",1.20359707141926,6.23101975641847,2.01203128194242,0.0610438850606132,0.187597504862788,-4.42774130708112
"ZNF700",0.368802460975953,9.45509729167422,2.01201986769053,0.0610452014674674,0.187597504862788,-4.42775998794808
"TMEM87B",0.393551987119999,9.88883265892616,2.01197724123709,0.0610501178080024,0.187597504862788,-4.42782975098275
"SORCS2",-1.66600904488018,6.31939305618249,-2.01112964671219,0.0611479499563956,0.187852850218487,-4.42921675618346
"ACTRT3",-1.52734787312877,5.14708155728196,-2.01112098104515,0.0611489509087821,0.187852850218487,-4.42923093493047
"VPS53",0.387111774584926,9.89453576370336,2.01104844715425,0.061157329722793,0.18785441971715,-4.42934961333491
"MYRF",-1.30404104700618,7.99810166748734,-2.01060737448281,0.0612083029885586,0.187986807583589,-4.43007123308809
"OLMALINC",0.626702126146271,6.47290845601949,2.01041018496114,0.0612311039484454,0.188032647957953,-4.43039381628798
"ADNP2",-0.574210267168403,9.4315860151559,-2.01027024256545,0.061247290106347,0.188043404451245,-4.43062273742657
"RP11-548H3.1",-0.37936566619804,5.00479545053219,-2.01024371873417,0.0612503583689618,0.188043404451245,-4.43066612469627
"EMC4",-0.369512574150174,10.5022733354252,-2.00978321978718,0.0613036508244721,0.188182819116109,-4.43141934825996
"RP11-290D2.6",-0.590824134848262,5.10465859573961,-2.00959598333116,0.0613253312572873,0.188225171500063,-4.43172557610878
"LEF1-AS1",-1.13399291391774,3.00366258728374,-2.00937132172548,0.0613513543727263,0.188280840231775,-4.43209299125806
"ALPK3",-1.41371684626987,8.75405786864511,-2.00908167498035,0.061384919629802,0.188359637717665,-4.4325666486208
"BDNF",-1.86332475280672,3.57761371085055,-2.00891913680513,0.0614037623902222,0.188393244773701,-4.43283242867468
"KIR3DX1",1.40687294849486,4.97610746086545,2.00860906341963,0.0614397231644407,0.188468767622477,-4.43333942120451
"PPP2CA",-0.464391138865509,11.7641371005965,-2.00857077358043,0.0614441651521764,0.188468767622477,-4.43340202469405
"AGPAT3",0.416596862588421,10.8675969348705,2.00829660698788,0.0614759795929931,0.18854213086221,-4.43385026379056
"CTB-92J24.2",0.593565356247898,2.32777974049228,2.00741614322644,0.0615782499284599,0.188831530348306,-4.43528950468064
"SLC22A17",-1.44010317814607,6.24168092631269,-2.00726791561135,0.0615954824526795,0.188849027129659,-4.43553176700502
"DDA1",-0.3413709965433,9.23492053709577,-2.00723100025319,0.0615997748067424,0.188849027129659,-4.4355920996129
"AC005276.1",-1.1060773269376,4.2334828150969,-2.00713398745252,0.0616110563151772,0.188851799130571,-4.43575064936079
"ITGB6",-1.89062916588623,7.57832431321975,-2.00708719541815,0.0616164983760743,0.188851799130571,-4.43582712080904
"RP11-884K10.7",-0.415400295581307,5.95605980239915,-2.00691847536159,0.0616361246618826,0.188880029307063,-4.43610284852452
"LINC01220",0.785922934173375,3.13850549705996,2.00687200966129,0.0616415307572723,0.188880029307063,-4.43617878187079
"C1orf56",-0.496800122764266,5.34735654830381,-2.00678194654371,0.0616520104568041,0.18888789961076,-4.4363259583338
"USP21",0.305737058236418,8.99289812173708,2.00654213233219,0.0616799229812476,0.188948857472855,-4.4367178313492
"FHDC1",-0.57967401038124,5.86275338561624,-2.00642953052512,0.0616930329076742,0.188948857472855,-4.43690182101291
"TRAV21",1.51872504814635,4.01060619734961,2.00639102579864,0.0616975164881884,0.188948857472855,-4.43696473576823
"CTD-2591A1.1",0.768341124472241,2.77043087705714,2.00633911295912,0.0617035618074991,0.188948857472855,-4.43704955757349
"FNDC1",-1.6240056361576,3.29134650113962,-2.00592166538803,0.0617521936198527,0.18907352845186,-4.43773158972953
"ANXA2P2",-0.72618081939726,9.43860080825792,-2.00514091386598,0.0618432427152124,0.189328024499091,-4.43900696974453
"GDF6",-2.21117424010652,4.24135378607507,-2.00499581677599,0.0618601769157214,0.189355587697406,-4.4392439578798
"AP000695.4",-1.1063085687372,4.53699191690962,-2.00486050276182,0.0618759731190696,0.189379660837188,-4.43946495816991
"LPP",-0.568117979899124,11.4730402695243,-2.00458289175813,0.0619083921233767,0.189413583751979,-4.43991833620229
"HMMR",1.00664857185208,7.12225364354745,2.00456810644874,0.0619101191609399,0.189413583751979,-4.4399424816693
"SYTL5",-0.901529226886232,1.64579588445257,-2.00456179492909,0.0619108564081271,0.189413583751979,-4.43995278880013
"ZNF14",-0.44324934324121,7.7491038529346,-2.00422515954098,0.0619501902224163,0.189509640198643,-4.44050250912346
"ACTBP8",1.07599404304533,1.02692556999195,2.00403503505594,0.0619724151092493,0.189534900729458,-4.44081295546442
"LEPROT",-0.428260167272046,11.7210749419415,-2.00401870453773,0.0619743244259874,0.189534900729458,-4.44083962007938
"BAK1P1",0.517208974320396,3.81797042726568,2.00375649972764,0.0620049879373923,0.189604391904864,-4.44126773293476
"COL8A1",-2.35938417844083,8.56763556424562,-2.0027352013823,0.0621245544235891,0.189915396995808,-4.44293493591457
"PKD1L3",1.0379668651469,3.57435980720505,2.00270634406412,0.0621279358644525,0.189915396995808,-4.44298203634585
"RP11-175P19.2",0.822645395077422,2.08752748472063,2.00268398083722,0.0621305564556147,0.189915396995808,-4.44301853695565
"AC093627.10",0.980790549055873,6.90615099028958,2.00253171400999,0.062148402204909,0.189944128915432,-4.4432670560792
"RP3-483K16.4",-0.845702195015344,1.7851002273753,-2.00246803367994,0.0621558669465686,0.189944128915432,-4.443370987305
"SDF2L1",0.575175814710048,8.11414146661372,2.00214034135976,0.062194292550763,0.190013617042081,-4.4439057757867
"DOPEY1",0.509007384160039,10.230155672466,2.00213838163473,0.0621945224151391,0.190013617042081,-4.44390897387089
"CPSF3",0.307648232633938,9.80438377325763,2.00205209038744,0.0622046446395511,0.190020227151218,-4.44404979112405
"TSPYL4",-0.364476300695042,9.2805972397476,-2.0015988881955,0.0622578310917403,0.19015836959785,-4.4447893056303
"RN7SL391P",-0.882839548685105,2.25331126305626,-2.00141961968383,0.0622788808558895,0.190197288481739,-4.4450818005575
